All Players 3 Year Averages MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"Jeff Hoffman SP  COL "	59.1	15	11	2	0	3	4	0	0	52	27	66	6.37	1.57	1459
"Sam Moll RP  SF"	2.1	4	0	0	0	0	0	0	0	2	1	4	11.57	2.14	1460
"Jake Jewell RP  SF"	14.0	10	0	0	0	0	0	0	0	12	4	15	7.07	1.36	1461
"Luis Escobar RP  PIT"	2.2	2	0	0	0	0	0	0	0	1	2	5	6.75	2.62	1464
"Michael Blazek RP  WAS"	4.2	3	0	0	0	0	0	0	0	2	2	6	7.71	1.71	1465
"Junichi Tazawa RP  CIN"	27.2	29	0	0	0	1	2	0	1	22	13	30	6.18	1.55	1466
"Cody Anderson RP  SEA "	3.0	2	1	0	0	0	0	0	0	3	3	4	9.00	2.33	1467
"Brock Stewart RP  CHC"	26.0	13	2	0	0	1	0	0	0	21	12	29	6.23	1.58	1473
"Bryse Wilson SP  ATL "	13.1	4	2	0	0	1	0	0	0	11	8	17	6.75	1.88	1474
"Chandler Shepherd SP  BAL"	9.1	2	2	0	0	0	0	0	0	8	3	12	6.75	1.61	1476
"Tommy Layne RP  STL"	4.1	6	0	0	0	0	0	0	0	3	3	5	8.31	1.85	1477
"Ryan Weathers SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alex Faedo SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dylan Baker SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kirby Snead RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan Kellogg RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kyle Hooper RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"John Kuchno RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nick Neidert SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Steven Jennings SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Justin Thomas RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Zac Lowther SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tucker Davidson SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Frawley RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Berg RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brad Allen RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tyler Viza RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Wladimir Pinto RP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan McNeil RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Whit Mayberry P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kodi Whitley RP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kyle Winkler SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jose Disla RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tyler Jones RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jason Alexander RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Albert Minnis RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Luis Pena RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Garner RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Gonzalo Sanudo RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Blake Walston SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan Clark RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mark Sappington SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"A.J. Ladwig SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tobias Myers SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Roniel Raudes SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Henry Henry RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mike McCarthy P  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brenan Hanifee SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Logan Sendelbach RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Johan Oviedo SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alek Manoah SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dusten Knight RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joe Filomeno RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tommy Collier SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Drew Hasler RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"John Fasola RP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Rafael Pineda RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ralston Cash RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Edwin Uceta SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Luis Ysla RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Luis Ledo RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"J.C. Sulbaran SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Collin Wiles RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brady Anderson RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Andrew Russell RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kieran Lovegrove SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Anyelo Leclerc RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Johendi Jiminian SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Juan Then SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kyle Hunter P  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Yeudy Garcia SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nick Wells SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ralph Garza RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Scott Williams RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kurt Heyer P  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Bo Schultz RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Derek Eitel P  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Tenuta RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Stephen Landazuri SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Heriberto Ruelas RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ben Bracewell RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Colby Suggs RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dalbert Siri RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Yoel Mecias SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Austin Hyatt SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Seth Varner RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Michael Peoples RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Scott Griggs RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cole Winn SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Wyatt Mills RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jonathan Maciel P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alex Scherff SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Keegan Long RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Andres Avila RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Phil Bickford RP  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan Moseley RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Marsh RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jake Kalish SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jose Nin RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kent Emanuel RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Josh Martin RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Adam Parks RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Clayton Cook RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Neil Holland RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Travis Hissong RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tom Hackimer RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Esmerling De La Rosa RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Luke Eubank RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Colton Davis RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Juan Hillman SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jorge Reyes SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cody Stull RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Corey Williams RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jimmy Reyes RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joe Pistorese RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kodi Medeiros RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jake Stinnett SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Yoendrys Gomez SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brad Markey RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Lucas Benenati RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mark Zimmerman RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nick Howard SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Francisco Mendoza RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Logan Shore SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cory Taylor SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Lyon Richardson SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brady Aiken SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Miller Diaz SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Logan Cozart RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Peterson SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Zach Hedges RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jay Flaa RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mark Serrano RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Martires Arias SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jared Lakind RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Austin Fleet RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tyler Pike SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brady Feigl SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Charlie Shirek SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jake Woodford SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Gage RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joshua Torres RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"J.T. Brubaker SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan Doolittle RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Chase Huchingson RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brennan Bernardino RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cristian Javier SP  HOU "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Francisco Morales SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Drew Carlton RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Robinson Leyer RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Robert Benincasa P  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Roseboom RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Wes Benjamin RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cody Buckel RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Aaron Cox RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jose Velez RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Trey Nielsen SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matthias Dietz SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nabil Crismatt SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brett McKinney RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Justin Watts RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Hobbs Johnson P  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cody Dickson RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kris Bubic SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Rafael Kelly SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alex Klonowski RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryley Gilliam RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Taylor Widener SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jefri Hernandez RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Forrest Snow SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Carlos Portuondo RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"James Farris RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Yuhei Nakaushiro RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mason Thompson SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brent Honeywell SP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dane Dunning SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Diogenes Almengo RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jesse Scholtens SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kyle Smith SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Lex Rutledge P  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Shao-Ching Chiang SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Yordy Cabrera RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Daniel Camarena SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Spencer Howard SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kaleb Fleck RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tyler Johnson RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Franklin Perez SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Carlos Hernandez SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Juan Martinez RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Christian Bethancourt RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jeremy Kivel RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Louis Head RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Blake Quinn RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Danny Gutierrez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Tabor SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kody Kerski P  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kit Scheetz RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nathan Bates RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Marco Carrillo RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Austin Sodders RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joel Seddon RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tommy Shirley P  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kevin McAvoy RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Kelly Secrest RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joe Broussard RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Sosebee RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Reinier Roibal RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jordan Cooper P  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jason Creasy RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Whitehouse RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Joe Rogers P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ashe Russell SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Logan Boyd SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alexis Rivero RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Andrew Church SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Arturo Reyes RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Adam Bray RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Eckelman RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Luis Gonzalez RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Frank Lopez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Edison Frias RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Gage Hinsz SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Brandon Leibrandt SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Josh Uhen RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Montreal Robertson SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Sandy Lugo RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Corbin Clouse RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Alan Garcia RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nolan Long RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Carlos Hernandez SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tyler Jay RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jose Soriano SP  LAA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Adonis Medina SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Hector Mendoza RP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Austin House RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Milroy P  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Cale Coshow RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Michael Dimock RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jeff Ibarra RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Mitch Lambson RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Anthony Misiewicz RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jordan Balazovic SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Zech Lemond RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Hunter Smith RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tanner Houck SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jason Jester RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Tarik Skubal SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ofelky Peralta SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dillon McNamara RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Ryan Castellani SP  COL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Frank Del Valle RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Michael Mercado SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Rafael Cova SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Dane Myers RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Nolan Watson SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Scott Gracey RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Braxton Ashcraft SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Patrick Johnson RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jose Lopez SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"RJ Hively RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Michael Baumann SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Daniel Brown RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Sixto Sanchez SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Seth McGarry RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"David Holman RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Miguel Pena RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Matt Walker RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Travis Radke RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Conor Harber SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Rafael De Paula RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
"Jonah Wesely RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1479
