All Players 3 Year Averages MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"Giovanny Gallegos RP  STL"	35.1	29	0	0	0	1	1	1	1	42	8	25	3.06	0.93	659
"Richard Rodriguez RP  PIT"	46.2	47	0	0	0	3	3	0	1	51	15	44	3.47	1.26	661
"Adam Cimber RP  CLE"	62.2	69	0	0	0	4	6	0	2	50	18	62	3.88	1.28	662
"Jacob Waguespack SP  TOR"	78.0	16	13	4	0	5	5	0	0	63	29	75	4.38	1.33	663
"Addison Reed RP  MIN"	44.0	44	0	0	0	1	3	6	2	40	10	43	3.48	1.20	664
"Kyle Barraclough RP  SD"	51.2	57	0	0	0	3	3	4	5	59	31	44	4.01	1.45	665
"Jose Alvarado RP  TB "	41.1	47	0	0	0	1	5	5	2	49	22	32	3.27	1.31	668
"Shawn Kelley RP  TEX"	40.2	46	0	0	0	3	1	5	3	39	11	39	4.65	1.23	669
"Dan Straily SP  PHI"	117.1	23	21	7	0	6	6	0	0	101	45	119	4.99	1.40	677
"Brett Anderson SP  MIL "	104.0	20	20	9	0	7	6	0	0	58	28	115	4.50	1.38	678
"Pablo Lopez SP  MIA"	85.0	16	16	7	0	4	6	0	0	70	22	84	4.76	1.25	679
"Josh Tomlin RP  ATL"	97.0	36	12	3	0	5	5	1	1	69	11	113	4.92	1.28	680
"Dylan Floro RP  LAD"	40.0	36	0	0	0	4	2	0	1	35	13	39	3.38	1.30	681
"Tyler Glasnow SP  TB "	78.0	24	12	4	0	3	5	0	0	89	37	70	4.50	1.37	683
"Tyler Duffey RP  MIN"	51.1	44	0	0	0	3	2	0	1	56	12	50	4.38	1.21	684
"Sam Coonrod RP  SF "	27.2	33	0	0	0	5	1	0	1	20	15	19	3.58	1.23	686
"Chris Martin RP  ATL"	48.2	52	0	0	0	1	4	2	2	51	5	49	3.88	1.11	687
"Dan Winkler RP  CHC"	32.0	37	0	0	0	3	1	1	1	36	12	26	3.66	1.19	690
"Oliver Drake RP  TB "	53.1	53	0	0	0	3	3	1	2	61	20	50	4.39	1.31	693
"Jordan Lyles SP  TEX"	99.1	34	14	4	0	5	6	0	0	95	35	103	4.98	1.39	694
"Randy Dobnak SP  MIN "	28.1	9	5	1	0	2	1	1	0	23	5	27	1.59	1.13	695
"Kyle Crick RP  PIT "	47.1	49	0	0	0	2	3	1	2	51	25	36	3.42	1.29	698
"Johnny Cueto SP  SF "	72.0	13	13	6	0	4	4	0	0	62	25	72	4.25	1.35	699
"Taijuan Walker SP  SEA "	57.0	11	11	4	0	3	3	0	0	52	22	55	3.47	1.35	700
"Roenis Elias RP  WAS"	33.2	24	1	0	0	2	1	5	1	27	12	31	3.21	1.28	702
"A.J. Minter RP  ATL "	35.1	39	0	0	0	2	3	7	1	43	16	35	4.33	1.44	703
"J.B. Wendelken RP  OAK"	24.2	20	0	0	0	2	0	0	0	24	7	14	2.55	0.85	704
"Cory Gearrin RP  NYY"	60.1	65	1	0	0	2	2	0	1	55	27	54	3.13	1.34	705
"Sam Tuivailala RP  SEA "	34.0	32	1	0	0	3	2	0	0	30	11	30	2.91	1.21	707
"Drew Steckenrider RP  MIA "	38.0	41	0	0	0	2	2	2	2	47	17	31	3.79	1.26	708
"Sandy Alcantara SP  MIA "	80.0	15	13	6	1	3	6	0	0	64	37	71	3.83	1.35	709
"James Pazos RP  COL"	38.0	44	0	0	0	3	2	0	2	40	14	35	3.32	1.29	710
"Jerry Blevins RP  SF"	41.1	61	0	0	0	3	1	1	2	49	21	35	3.92	1.35	711
"Trevor Cahill RP  SF"	98.2	26	15	5	0	5	5	0	0	89	42	97	4.83	1.41	714
"Heath Hembree RP  BOS"	54.0	58	0	0	0	2	1	1	2	64	21	53	3.83	1.37	715
"Dominic Leone RP  CLE"	45.0	45	0	0	0	2	1	1	2	51	18	39	3.80	1.27	716
"Matt Andriese RP  LAA"	78.1	38	7	2	0	4	6	1	1	78	27	82	4.83	1.39	718
"Oliver Perez RP  CLE"	35.1	56	0	0	0	1	2	1	1	43	10	29	3.31	1.10	721
"Buck Farmer RP  DET "	61.2	50	4	1	0	5	5	0	1	60	28	61	4.67	1.44	723
"Jeremy Hellickson SP  WAS"	98.0	19	19	5	0	5	6	0	0	64	29	95	4.96	1.27	724
"Richard Bleier RP  BAL"	50.1	47	0	0	0	3	0	1	1	24	8	54	3.22	1.23	725
"Joe Jimenez RP  DET "	47.0	53	0	0	0	3	4	4	3	59	18	47	5.36	1.38	726
"Sam Gaviglio RP  TOR"	98.0	31	12	3	0	4	6	0	0	81	29	100	4.87	1.32	727
"Tyler Rogers RP  SF "	17.2	17	0	0	0	2	0	0	2	16	3	12	1.02	0.85	729
"Jose Urquidy SP  HOU "	41.0	9	7	3	0	2	1	0	0	40	7	38	3.95	1.10	731
"Jalen Beeks RP  TB "	77.1	24	2	0	0	6	2	0	0	66	32	84	4.66	1.50	732
"Ryne Stanek RP  MIA"	54.1	48	19	0	0	1	2	0	2	66	26	44	3.81	1.29	734
"Andrew Suarez RP  SF"	96.2	25	16	6	0	4	8	0	0	78	30	101	4.66	1.36	735
"Luis Avilan RP  NYY"	41.0	59	0	0	0	3	1	1	2	44	18	40	3.73	1.41	736
"Brandon Brennan RP  SEA"	47.1	44	0	0	0	3	6	0	2	47	24	34	4.56	1.23	739
"Tyler Chatwood RP  CHC "	109.1	32	17	4	0	6	8	1	1	93	70	98	4.69	1.54	740
"Antonio Senzatela SP  COL"	116.2	28	19	7	0	9	7	0	0	82	45	128	5.32	1.48	741
"Emmanuel Clase RP  CLE "	23.1	21	1	0	0	2	3	1	0	21	6	20	2.31	1.11	742
"Tyler Anderson SP  SF "	94.1	18	17	7	0	4	6	0	0	89	32	95	5.15	1.35	743
"Keynan Middleton RP  LAA "	28.0	30	0	0	0	2	0	3	1	28	11	26	3.21	1.32	744
"Tim Hill RP  KC"	42.2	58	0	0	0	2	2	2	2	40	14	38	4.22	1.22	745
"Garrett Richards SP  SD"	37.2	8	8	2	0	2	2	0	0	42	16	31	3.58	1.25	746
"Jose Castillo RP  SD"	19.1	19	0	0	0	2	2	0	0	27	6	12	3.26	0.93	748
"Dustin May RP  LAD "	34.2	14	4	0	0	2	3	0	1	32	5	33	3.63	1.10	749
"Andrew Chafin RP  ARI"	51.0	75	0	0	0	1	3	0	1	61	21	47	3.53	1.33	750
"Juan Minaya RP  MIN"	39.1	38	0	0	0	2	1	3	1	45	20	36	3.89	1.42	751
"Brandon McCarthy SP  ATL"	57.0	11	10	4	0	4	2	0	0	46	16	61	4.42	1.35	752
"Clay Buchholz SP  TOR"	55.0	10	10	4	0	3	3	0	0	42	14	56	4.09	1.27	753
"Nathan Eovaldi SP  BOS "	59.2	15	11	3	0	3	3	0	0	57	18	59	4.68	1.29	755
"Jarlin Garcia RP  SF"	56.2	50	2	1	0	3	2	0	1	40	20	49	4.29	1.22	756
"Darren O'Day RP  ATL"	28.2	31	0	0	0	1	2	1	1	36	10	21	3.45	1.08	757
"Marco Estrada SP  OAK"	117.2	22	22	10	0	6	8	0	0	97	43	121	5.35	1.39	758
"Ryan Helsley RP  STL "	36.2	24	0	0	0	2	0	0	1	32	12	34	2.95	1.25	760
"Jonathan Holder RP  NYY "	49.0	44	1	0	0	2	2	0	1	49	13	47	4.22	1.22	762
"Chad Kuhl SP  PIT "	80.2	16	16	5	0	4	5	0	0	74	35	83	4.46	1.46	763
"Julio Urias RP  LAD "	35.2	15	4	1	0	1	2	1	0	34	14	28	3.03	1.18	764
"Bryan Shaw RP  COL"	67.2	70	0	0	0	4	5	1	4	62	26	70	4.79	1.42	765
"Ranger Suarez RP  PHI "	32.0	20	2	0	0	4	1	0	0	26	9	36	3.66	1.41	766
"Adrian Houser SP  MIL "	41.2	14	6	1	0	2	2	0	0	42	15	38	3.67	1.27	768
"Adam Kolarek RP  LAD"	32.2	41	0	0	0	3	1	1	1	23	8	32	3.86	1.22	771
"Adam Morgan RP  PHI"	44.2	48	0	0	0	2	3	0	2	47	17	40	4.03	1.28	773
"Hector Velazquez RP  BOS"	55.1	30	6	0	0	4	2	0	0	40	20	59	3.90	1.43	774
"Justin Anderson RP  LAA "	51.1	56	0	0	0	3	2	2	2	64	36	42	4.73	1.52	775
"Taylor Clarke SP  ARI "	84.2	23	15	3	0	5	5	1	0	68	30	86	5.32	1.37	777
"Austin Pruitt RP  HOU"	66.2	22	3	1	0	4	3	2	1	49	17	74	4.86	1.36	778
"Tyler Mahle SP  CIN "	87.1	17	17	5	0	4	8	0	0	84	33	93	4.84	1.44	780
"Devin Smeltzer SP  MIN "	49.0	11	6	2	0	2	2	1	0	38	12	50	3.86	1.27	782
"Chaz Roe RP  TB"	37.1	48	0	0	0	1	2	1	2	44	17	30	3.62	1.26	784
"Nick Goody RP  TEX"	35.2	36	0	0	0	1	2	0	0	45	16	28	3.53	1.23	787
"Chasen Shreve RP  NYM"	33.1	36	0	0	0	3	2	0	0	41	18	30	4.05	1.44	788
"Francisco Liriano RP  PHI"	100.1	45	15	5	0	5	7	0	1	86	54	97	4.67	1.50	789
"Victor Arano RP  PHI "	25.0	24	0	0	0	1	1	1	1	27	8	21	2.52	1.16	791
"Parker Bridwell RP  LAA"	42.2	9	7	4	0	4	1	0	0	25	11	43	4.43	1.27	792
"Michael Feliz RP  PIT"	50.2	50	0	0	0	3	3	0	2	66	24	49	4.97	1.44	793
"JC Ramirez RP  LAA "	54.0	11	9	4	0	4	4	0	0	38	19	55	4.33	1.37	794
"Luis Garcia RP  TEX"	59.2	63	1	0	0	2	2	1	3	56	26	57	4.07	1.39	796
"Sam Freeman RP  WAS"	37.1	41	0	0	0	2	2	0	2	39	20	31	3.38	1.37	797
"Kevin McCarthy RP  KC"	59.0	51	0	0	0	3	2	0	3	37	18	63	3.66	1.37	800
"Derek Holland RP  PIT "	130.1	39	21	8	0	5	9	0	0	118	62	131	5.04	1.48	801
"Danny Salazar SP  CLE"	35.2	8	7	2	0	2	2	0	0	49	16	33	4.29	1.37	802
"Scott Barlow RP  KC"	42.2	34	0	0	0	2	2	0	1	54	20	40	4.22	1.41	805
"Dan Jennings RP  LAA"	44.0	52	0	0	0	3	3	0	2	35	20	42	3.68	1.41	806
"Adam Plutko SP  CLE"	62.0	13	11	4	0	4	3	0	0	46	16	64	5.08	1.29	808
"Chris Rusin RP  ATL"	47.0	37	0	0	0	2	1	1	1	39	15	45	4.21	1.28	811
"Robert Stephenson RP  CIN "	53.2	29	5	1	0	3	3	0	1	59	30	47	4.70	1.43	812
"David Phelps RP  MIL"	30.0	32	0	0	0	2	2	0	4	33	14	27	3.30	1.37	815
"Trevor Hildenberger RP  BOS"	43.2	44	0	0	0	3	4	3	2	43	13	48	5.36	1.40	817
"Edubray Ramos RP  LAD"	38.1	44	0	0	0	2	3	0	2	43	17	37	3.76	1.41	818
"Jake Faria RP  MIL "	56.2	16	9	4	0	3	3	0	0	51	25	53	4.61	1.38	819
"Tyler Lyons RP  NYY"	27.2	30	0	0	0	2	1	1	1	35	11	25	4.55	1.30	820
"Miguel Castro RP  BAL"	75.1	56	1	0	0	2	4	1	2	55	40	64	4.06	1.38	823
"Jesus Luzardo RP  OAK "	12.0	6	0	0	0	0	0	2	0	16	3	5	1.50	0.67	825
"Andrew Triggs SP  SF "	35.2	7	7	3	0	3	2	0	0	31	12	35	4.54	1.32	826
"Framber Valdez RP  HOU "	54.0	17	6	2	0	4	4	0	0	51	34	48	4.67	1.52	830
"Yoan Lopez RP  ARI"	34.2	40	0	0	0	1	4	0	2	26	9	30	3.38	1.12	831
"Amir Garrett RP  CIN "	63.1	50	5	2	0	3	4	0	2	71	33	58	5.12	1.44	832
"Zack Littell RP  MIN "	28.2	18	1	0	0	3	1	0	0	23	10	30	3.77	1.40	834
"Felix Hernandez SP  ATL "	104.2	20	20	6	0	5	9	0	0	87	37	110	5.42	1.40	836
"Aaron Bummer RP  CHW "	40.1	42	0	0	0	0	1	0	1	37	16	32	3.12	1.19	838
"Andres Munoz RP  SD"	23.0	22	0	0	0	1	1	1	1	30	11	16	3.91	1.17	839
"Chris Stratton RP  PIT"	93.1	25	14	6	0	5	6	0	0	77	38	102	4.92	1.50	841
"Daniel Ponce de Leon SP  STL "	40.2	12	6	2	0	0	2	0	0	42	20	30	3.32	1.23	842
"Blaine Hardy RP  MIN "	54.2	35	4	1	0	2	2	0	0	41	16	54	4.28	1.28	843
"Thomas Pannone RP  TOR"	58.0	24	6	2	0	4	4	0	0	49	23	55	5.43	1.34	845
"Yimi Garcia RP  MIA"	28.1	30	0	0	0	1	2	0	1	28	6	23	4.13	1.02	846
"Sal Romano RP  CIN"	83.0	22	14	4	0	5	6	1	0	65	33	89	5.21	1.47	847
"Matt Bowman RP  CIN"	38.0	41	0	0	0	2	3	1	2	32	14	36	4.26	1.32	848
"Dan Altavilla RP  SEA "	27.1	27	0	0	0	2	1	0	2	31	16	21	3.95	1.35	850
"Jay Jackson RP  MIL"	30.1	28	0	0	0	1	0	0	0	47	18	22	4.45	1.32	851
"Casey Sadler RP  CHC"	25.1	18	0	0	0	2	0	0	0	17	8	25	2.84	1.30	853
"Homer Bailey SP  MIN "	120.1	23	23	9	0	7	11	0	0	97	43	138	5.46	1.50	857
"George Kontos RP  CHC"	31.0	31	0	0	0	1	3	1	2	28	9	29	3.77	1.23	859
"Alex Wilson RP  MIL"	44.1	46	0	0	0	2	3	1	3	33	13	44	4.47	1.29	860
"Corbin Burnes RP  MIL "	43.1	31	2	0	0	4	2	1	0	52	16	48	6.23	1.48	861
"Chasen Bradford RP  SEA "	34.2	29	0	0	0	2	0	0	0	25	10	34	3.89	1.27	862
"Danny Barnes RP  TOR"	35.2	36	0	0	0	2	3	0	2	33	15	32	4.29	1.32	863
"Gerardo Reyes RP  SD"	26.0	27	0	0	0	4	0	0	1	38	11	24	7.62	1.35	864
"Zach Duke RP  CIN"	31.1	43	0	0	0	3	2	0	1	27	15	30	4.31	1.44	865
"Edgar Santana RP  PIT"	28.0	29	0	0	0	1	1	0	2	25	8	26	3.21	1.21	866
"Jace Fry RP  CHW "	37.2	46	0	0	0	2	2	1	1	47	23	31	5.02	1.43	867
"Luke Bard RP  LAA"	30.1	20	2	0	0	2	2	0	0	26	9	26	4.75	1.15	868
"Michel Baez RP  SD "	29.2	24	1	0	0	1	1	0	0	28	14	25	3.03	1.31	869
"Tony Sipp RP  WAS"	32.1	45	0	0	0	1	1	0	0	33	13	27	3.90	1.24	870
"David Hale RP  NYY"	25.2	12	0	0	0	2	0	1	0	16	6	28	3.51	1.32	872
"Wei-Yin Chen RP  SEA "	78.1	27	10	4	0	3	5	0	0	66	25	81	5.17	1.35	873
"Carlos Estevez RP  COL"	34.2	35	0	0	0	2	1	0	1	37	12	36	4.41	1.38	874
"Tony Zych RP  NYY"	13.2	15	0	0	0	2	1	0	0	12	7	10	2.63	1.24	875
"Louis Coleman RP  DET"	25.2	26	0	0	0	2	0	0	2	20	12	22	3.51	1.32	877
"Austin Gomber RP  STL "	37.1	14	6	2	0	3	1	0	0	34	16	40	4.34	1.50	878
"Jason Adam RP  CHC"	27.0	27	0	0	0	2	2	0	2	28	12	22	4.67	1.26	879
"Jake Diekman RP  OAK"	42.0	53	0	0	0	1	3	1	1	54	27	34	4.50	1.45	882
"Dan Otero RP  NYY"	49.1	46	0	0	0	2	0	0	1	32	6	58	4.20	1.30	887
"Spencer Turnbull SP  DET "	82.1	17	16	5	0	2	10	0	0	80	32	86	4.81	1.43	891
"Erasmo Ramirez RP  NYM"	60.0	16	10	3	0	2	3	0	0	48	15	60	5.10	1.25	892
"Daniel Norris SP  DET"	96.2	22	18	3	0	3	9	0	0	87	34	107	4.93	1.46	893
"Andrew Albers SP  ATL"	13.2	3	2	1	0	2	0	0	0	12	3	14	3.29	1.24	894
"A.J. Cole RP  TOR "	42.0	23	3	1	0	3	3	0	0	44	19	46	4.71	1.55	895
"Jimmie Sherfy RP  ARI"	15.0	14	0	0	0	1	0	1	0	16	6	12	3.00	1.20	896
"Javy Guerra RP  WAS"	41.1	33	0	0	0	2	1	1	0	33	12	44	4.57	1.35	897
"Brad Wieck RP  CHC "	20.2	24	0	0	0	1	1	0	1	30	6	16	5.23	1.06	899
"Asher Wojciechowski SP  BAL "	48.1	14	8	2	0	3	4	0	0	48	16	50	5.59	1.37	900
"Jairo Diaz RP  COL"	21.0	20	0	0	0	2	1	2	1	22	8	23	4.71	1.48	901
"Elieser Hernandez SP  MIA "	74.0	26	10	2	0	2	6	0	0	65	26	72	5.11	1.32	902
"Rowan Wick RP  CHC"	11.0	10	0	0	0	1	0	1	0	12	5	7	2.45	1.09	904
"Tyler Olson RP  CHC"	26.0	37	0	0	0	1	1	0	0	29	11	24	3.46	1.35	905
"Steven Brault SP  PIT "	80.0	27	9	2	0	4	3	0	0	68	41	81	4.84	1.52	906
"A.J. Puk RP  OAK "	11.1	10	0	0	0	2	0	0	1	13	5	10	3.18	1.32	907
"Nate Jones RP  CIN "	17.1	19	0	0	0	1	1	2	1	19	9	16	3.12	1.44	908
"Brendan McKay SP  TB "	49.0	13	11	1	0	2	4	0	0	56	16	53	5.14	1.41	909
"Erik Swanson RP  SEA "	58.0	27	8	2	0	1	5	2	0	52	12	56	5.74	1.17	911
"Danny Farquhar RP  NYY"	19.0	20	0	0	0	2	1	0	1	18	9	15	4.26	1.26	912
"Zach McAllister RP  LAD"	35.2	31	0	0	0	1	1	0	0	35	10	37	4.04	1.32	914
"Anthony Bass RP  TOR"	23.0	21	0	0	0	1	1	2	2	19	7	21	4.30	1.22	915
"Matt Bush RP  TEX "	25.0	26	0	0	0	1	1	3	2	26	11	27	3.96	1.52	917
"Jake McGee RP  COL "	50.0	56	0	0	0	1	3	1	2	47	14	51	4.86	1.30	918
"Trevor Gott RP  SF "	25.0	25	0	0	0	3	1	0	0	25	10	24	5.76	1.36	919
"Hunter Wood RP  CLE"	29.0	22	3	0	0	1	1	0	0	27	10	29	3.41	1.34	921
"Robbie Erlin RP  PIT"	54.2	25	4	0	0	1	3	0	0	47	9	61	4.61	1.28	924
"Trevor Rosenthal RP  KC "	21.0	24	0	0	0	1	2	4	1	31	15	16	6.00	1.48	926
"Taylor Cole RP  LAA"	29.2	19	3	0	0	2	2	0	0	30	12	28	4.85	1.35	929
"Luis Cessa RP  NYY "	54.0	23	3	0	0	1	3	1	0	48	20	54	4.50	1.37	931
"Rogelio Armenteros RP  HOU "	18.0	5	2	0	0	1	1	1	0	18	5	17	4.00	1.22	933
"Randall Delgado RP  CHW"	24.2	12	2	0	0	1	1	0	1	22	7	24	3.65	1.26	934
"Austin Voth SP  WAS "	18.2	4	3	1	0	1	1	0	0	18	6	15	3.86	1.12	937
"Touki Toussaint RP  ATL"	35.1	16	3	0	0	3	0	0	0	38	24	31	5.09	1.56	938
"Tyler Webb RP  STL"	27.2	32	0	0	0	1	1	0	0	24	12	21	4.23	1.19	939
"Tony Barnette RP  CHC"	28.1	25	0	0	0	1	0	1	1	28	9	28	4.45	1.31	940
"Alex Meyer SP  LAA"	22.1	4	4	2	0	1	2	0	0	25	14	16	3.63	1.34	941
"Jonathan Loaisiga RP  NYY "	28.0	12	4	0	0	2	1	0	0	35	14	28	4.82	1.50	942
"Fernando Abad RP  WAS"	19.0	23	0	0	0	1	1	0	0	15	6	16	3.32	1.16	943
"Matt Grace RP  ARI"	52.0	49	1	0	0	1	1	1	0	38	14	55	4.33	1.33	944
"Hector Santiago RP  DET "	68.2	28	8	2	0	4	4	1	0	65	38	71	5.24	1.59	945
"Silvino Bracho RP  ARI "	17.1	17	0	0	0	1	0	0	1	20	6	14	4.15	1.15	946
"Paul Fry RP  BAL"	31.2	34	0	0	0	1	4	2	2	30	15	29	4.55	1.39	947
"Tyson Ross SP  SF "	78.0	17	13	5	0	4	6	0	0	61	39	75	5.19	1.46	948
"Austin Adams RP  SEA "	12.2	13	1	0	0	1	1	0	1	21	9	8	3.55	1.34	951
"Luis Perdomo RP  SD "	93.1	29	13	6	0	4	7	0	0	71	35	104	4.92	1.49	952
"Jonny Venters RP  WAS"	21.1	31	0	0	0	2	2	2	1	20	13	19	5.06	1.50	954
"Alec Mills RP  CHC "	18.0	5	2	0	0	0	0	0	0	22	6	14	3.00	1.11	955
"Wilmer Font RP  TOR"	44.0	23	7	0	0	2	3	0	1	45	16	44	5.32	1.36	956
"Jacob Barnes RP  LAA"	51.0	52	0	0	0	1	3	1	2	53	26	48	4.59	1.45	957
"Nate Karns SP  BAL"	17.0	4	3	1	0	1	1	0	0	19	5	16	3.71	1.24	958
"Cody Stashak RP  MIN"	25.0	18	1	0	0	0	1	0	0	25	1	29	3.24	1.20	961
"T.J. McFarland RP  OAK"	60.2	47	0	0	0	2	2	0	0	35	20	67	3.86	1.43	962
"Trey Wingenter RP  SD"	35.0	36	0	0	0	0	2	0	2	50	20	24	5.14	1.26	963
"Art Warren RP  SEA"	5.1	6	0	0	0	1	0	0	0	5	2	2	0.00	0.75	964
"Bryan Abreu RP  HOU "	8.2	7	0	0	0	0	0	0	0	13	3	4	1.04	0.81	966
"Ryne Harper RP  WAS"	18.0	20	0	0	0	1	1	0	1	17	3	18	4.00	1.17	967
"Dylan Cease SP  CHW "	73.0	14	14	3	0	4	7	0	0	81	35	78	5.79	1.55	968
"Austin Brice RP  BOS "	38.1	30	0	0	0	1	1	0	0	35	13	36	4.70	1.28	970
"Jake Newberry RP  KC"	22.0	20	0	0	0	2	0	0	0	20	12	21	4.09	1.50	971
"Martin Perez SP  BOS "	145.1	29	25	10	0	8	9	0	0	101	55	174	5.20	1.58	974
"JT Chargois RP  LAD"	18.0	20	0	0	0	1	1	0	1	23	7	16	4.50	1.28	976
"Tim Mayza RP  TOR "	34.2	41	0	0	0	1	1	0	0	41	15	34	4.67	1.41	978
"Shawn Armstrong RP  BAL"	32.1	30	0	0	0	1	1	2	2	33	14	33	4.73	1.45	979
"Aaron Loup RP  TB"	33.2	44	0	0	0	1	1	0	0	38	15	36	4.01	1.51	980
"Clayton Richard SP  TOR"	133.2	23	23	10	1	5	10	0	0	94	46	151	5.12	1.47	981
"Zac Grotz RP  SEA"	17.1	14	0	0	0	1	0	0	0	18	8	14	4.15	1.27	989
"Adam Conley RP  MIA"	71.1	45	7	3	0	4	8	2	1	58	30	76	5.80	1.49	990
"Gregory Infante RP  BAL"	21.1	21	0	0	0	1	1	0	0	18	9	19	3.80	1.31	992
"Danny Coulombe RP  MIN"	25.0	33	0	0	0	1	1	0	0	22	11	23	3.96	1.36	996
"Phil Maton RP  CLE"	42.1	40	0	0	0	1	1	0	0	45	16	43	4.89	1.39	998
"Jeff Brigham RP  MIA"	27.1	18	2	0	0	2	3	0	0	26	14	26	4.94	1.46	999
"Tony Cingrani RP  STL"	21.2	26	0	0	0	0	1	0	1	29	6	20	4.57	1.20	1003
"Travis Bergen RP  SF"	19.2	21	0	0	0	2	0	0	0	18	9	18	5.49	1.37	1006
"Jon Edwards RP  CLE"	8.1	9	0	0	0	1	0	0	0	8	5	6	2.16	1.32	1007
"Robby Scott RP  ARI"	16.2	26	0	0	0	1	1	0	1	16	8	13	4.32	1.26	1008
"John Schreiber RP  DET"	13.0	13	0	0	0	2	0	0	1	19	4	16	6.23	1.54	1011
"Robert Stock RP  PHI "	25.1	21	0	0	0	1	0	0	1	26	10	26	4.26	1.42	1012
"Jimmy Cordero RP  CHW"	18.2	18	0	0	0	1	1	0	0	14	8	16	3.86	1.29	1014
"Jerad Eickhoff SP  SD"	64.0	13	12	4	0	2	4	0	0	60	24	70	5.06	1.47	1018
"Tommy Milone RP  BAL"	62.0	15	6	0	0	2	5	0	0	52	13	68	5.66	1.31	1019
""Francis Martes RP  HOU ""	18.0	11	1	0	0	2	1	0	0	23	10	17	6.00	1.50	1020
"Shane Carle RP  ATL"	25.1	21	0	0	0	1	0	0	0	18	12	22	3.91	1.34	1021
"Jharel Cotton SP  CHC"	43.0	8	8	2	0	3	3	0	0	35	18	44	5.65	1.44	1022
"Nick Tropeano RP  NYY"	30.0	6	5	1	0	2	2	0	0	25	12	29	5.40	1.37	1023
"Sean Reid-Foley SP  TOR"	32.2	8	6	0	0	2	4	0	0	35	21	32	4.68	1.62	1024
"Ray Black RP  MIL"	19.2	22	0	0	0	1	2	0	2	26	10	16	5.49	1.32	1025
"Lucas Sims RP  CIN"	38.2	16	5	1	0	2	2	0	0	39	18	37	5.59	1.42	1030
"Cole Sulser RP  BAL"	7.1	7	0	0	0	0	0	0	0	9	3	5	0.00	1.09	1033
"Derek Law RP  TEX"	37.0	35	1	0	0	2	1	3	1	38	21	41	5.35	1.68	1034
"Jesse Biddle RP  CIN "	30.2	30	0	0	0	2	1	0	1	31	18	31	4.70	1.60	1035
"Paul Sewald RP  NYM"	47.0	40	0	0	0	0	5	1	2	50	16	46	5.17	1.32	1036
"Wandy Peralta RP  SF"	50.0	58	0	0	0	2	2	0	1	40	24	50	4.68	1.48	1037
"Luke Farrell RP  TEX"	19.1	13	1	0	0	1	1	0	0	20	10	16	4.66	1.34	1038
"Logan Webb SP  SF"	39.2	8	8	2	0	2	3	0	0	37	14	44	5.22	1.46	1040
"Brian Moran RP  TOR"	6.1	10	0	0	0	1	0	0	1	10	2	6	4.26	1.26	1041
"Cody Reed RP  CIN "	22.1	11	3	0	0	1	1	0	0	22	12	21	4.03	1.48	1044
"Fernando Salas RP  PHI"	33.2	35	0	0	0	2	2	0	0	30	12	38	5.08	1.49	1047
"Harrison Musgrave RP  COL"	27.1	22	0	0	0	1	2	0	0	22	14	22	4.61	1.32	1048
"Brett Martin RP  TEX"	31.1	26	1	0	0	1	2	0	0	31	9	36	4.60	1.44	1050
"Gabriel Moya RP  MIN "	14.1	14	2	0	0	1	0	0	1	12	5	13	4.39	1.26	1052
"Ricky Nolasco SP  ARI"	60.1	11	11	4	0	2	5	0	0	48	19	68	4.92	1.44	1053
"Xavier Cedeno RP  CHC"	12.2	21	0	0	0	1	0	0	1	12	8	12	2.84	1.58	1054
"James Hoyt RP  CLE"	19.1	17	0	0	0	0	0	0	0	25	6	19	4.19	1.29	1057
"Joe Ross RP  WAS "	51.1	14	8	4	0	3	3	0	1	44	19	60	5.26	1.54	1058
"Peter Fairbanks RP  TB"	21.0	21	0	0	0	2	3	2	0	28	10	25	6.86	1.67	1061
"Adalberto Mejia RP  CHW"	50.2	20	8	1	0	2	3	0	0	43	25	53	4.62	1.54	1065
"Brusdar Graterol RP  LAD "	9.2	10	0	0	0	1	1	0	0	10	2	10	4.66	1.24	1067
"Randy Rosario RP  KC"	21.0	22	0	0	0	2	0	0	1	15	9	23	4.71	1.52	1069
"Wily Peralta RP  KC"	44.0	33	3	1	0	3	3	5	1	37	25	49	6.14	1.68	1070
"Tyler Alexander SP  DET "	53.2	13	8	2	0	1	4	0	0	47	7	68	4.86	1.40	1071
"Kyle Ryan RP  CHC"	22.1	27	0	0	0	1	1	0	1	20	12	21	4.03	1.48	1073
"Josh Osich RP  BOS"	41.0	41	0	0	0	2	1	0	1	38	16	43	5.49	1.44	1075
"Darwinzon Hernandez RP  BOS"	30.1	29	1	0	0	0	1	0	0	57	26	27	4.45	1.75	1076
"Jose Quijada RP  LAA"	29.2	34	0	0	0	2	3	1	1	44	26	27	5.76	1.79	1077
"Drew VerHagen RP  DET"	49.2	29	2	0	0	2	3	0	1	43	17	53	5.44	1.41	1078
"Ryan Merritt SP  TB"	7.0	2	1	0	0	1	0	0	0	2	1	9	1.29	1.43	1079
"Victor Alcantara RP  DET "	26.2	26	0	0	0	1	1	0	1	17	8	27	4.39	1.31	1080
"Koda Glover RP  WAS"	12.0	15	0	0	0	0	1	3	1	9	5	11	4.50	1.33	1082
