All Outfielders 2015  Season MLB Standard Stats
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Terrance Gore LF  KC"	3	1	0	0	0	0	0	0	0	1	3	0	0.000	0.250	0.000	1043
"Mike Baxter RF  SEA"	57	6	14	13	1	0	0	2	7	14	0	0	0.246	0.348	0.263	1049
"Robbie Grossman CF  CLE "	49	7	7	4	2	0	1	5	5	17	0	0	0.143	0.222	0.245	1057
"Dariel Alvarez RF  BAL "	29	3	7	5	1	0	1	1	2	8	0	0	0.241	0.290	0.379	1061
"Quintin Berry CF  LAA"	1	1	0	0	0	0	0	0	0	1	2	1	0.000	0.000	0.000	1065
"Coco Crisp CF  OAK "	126	11	22	16	6	0	0	6	13	25	2	0	0.175	0.252	0.222	1076
"Keon Broxton CF  MIL"	2	3	0	0	0	0	0	0	0	1	1	1	0.000	0.000	0.000	1079
"Jamie Romak LF  ARI"	15	2	5	3	2	0	0	1	1	6	0	0	0.333	0.375	0.467	1085
"Tyler Ladendorf LF  OAK"	17	3	4	3	0	1	0	2	1	2	0	0	0.235	0.278	0.353	1088
"Michael Reed CF  MIL"	6	2	2	1	1	0	0	0	0	3	0	0	0.333	0.333	0.500	1116
"Leury Garcia CF  CHW"	14	0	3	3	0	0	0	1	1	7	1	0	0.214	0.267	0.214	1132
"L.J. Hoes RF  BAL "	15	1	4	4	0	0	0	1	1	3	0	0	0.267	0.312	0.267	1137
"Alex Presley CF  MIL"	12	1	3	3	0	0	0	1	1	5	0	0	0.250	0.308	0.250	1237
"Michael Saunders LF  TOR "	31	2	6	6	0	0	0	3	5	10	0	0	0.194	0.306	0.194	1241
"Reed Johnson LF  WAS"	22	0	5	4	1	0	0	3	0	6	0	0	0.227	0.250	0.273	1243
"Daniel Fields CF  CHW "	3	1	1	0	1	0	0	0	0	2	0	0	0.333	0.333	0.667	1247
