All Starting Pitchers 2015  Season MLB Standard Stats
Player,INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Akeem Bostick SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Keller SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Howard SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Endrys Briceno SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Colon SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anthony Meo SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bobby Bundy SP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Larez SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Sullivan SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Rohrbaugh SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Duane Underwood SP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gerardo Concepcion SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Aiken SP  CLE "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Paulino SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miller Diaz SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ross Seaton SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miguel Yan SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tim Melville SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Overton SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Spencer Turnbull SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Hefner SP  STL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Piazza SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Julio Rodriguez SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Drew Gagnon SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nik Turley SP  CHW "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luke Weaver SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Connolly SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Pucetas SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Kopech SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Ames SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Pike SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ismael Guillon SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Haynes SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad Reineke SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Kehrt SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Beede SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ronny Morla SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Charlie Shirek SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Howard SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Mateo SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad Bell SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ariel Jurado SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jarrett Santos SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rob Zastryzny SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.J. Baxendale SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Adam SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Windle SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sean Manaea SP  OAK "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Williams SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pil Joon Jang SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Nuding SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Francis Martes SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sandy Nin SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Santiago Garrido SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Payano SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Wimmers SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pierce Johnson SP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Northcraft SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose De Leon SP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Owen SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Simon Mercedes SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Serguey Linares SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Seth Blair SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Tatusko SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eric Niesen SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Willy Paredes SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clinton Hollon SP  TOR "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carson Sands SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Willie Glen SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Bono SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Nielsen SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braulio Lara SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Spencer Adams SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adonys Cardona SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jaime Schultz SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carson Fulmer SP  CHW "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"German Marquez SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Torres SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sean Murphy SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dae-Eun Rhee SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Stephenson SP  CIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler DeLoach SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Maples SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Mayers SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Forrest Snow SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey McNutt SP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Junior Fernandez SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Christian Binford SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mauricio Robles SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Klinker SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeffrey Allison SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zachary Petersime SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Fitzgerald SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Thompson SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Additon SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sal Romano SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Craig Anderson SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Bloom SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hiroki Kuroda SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anthony Vasquez SP  SEA "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Heath Rollins SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Lively SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Pimentel SP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Max Fried SP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brent Honeywell SP  TB "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shane Carle SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Lail SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Thompson SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matthew Hobgood SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kenn Kasparek SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Felipe Perez SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dace Kime SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Smith SP  HOU "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adam Plutko SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Thurman SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dontrelle Willis SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Felipe Paulino SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryne Stanek SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yaisel Sierra SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Touki Toussaint SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Ginley SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brooks Hall SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chase Johnson SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Savage SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blake Beavan SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Parker SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gerson Garabito SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Jukich SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edgar Osuna SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Kolek SP  MIA "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hung-Wen Chen SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Franklyn Kilome SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rudy Owens SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hector Daniel Rodriguez SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Balog SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Littrell SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Marceaux SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Danny Gutierrez SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Timothy Kiely SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bobby Doran SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Hernandez SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Gast SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.D. Martin SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Sanabia SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Reed SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sergio Perez SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Orangel Arenas SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joseph Williamson SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Sanchez SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tony Peguero SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Alcantara SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alan Horne SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Main SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott McGregor SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Voth SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hayden Simpson SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Parker Bridwell SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Charlie Leesman SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Oscar De La Cruz SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Faria SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Vicente Campos SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ramon Benjamin SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Covey SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mason Hope SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Williams SP  MIL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Zarate SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Mateo SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Damien Magnifico SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yoan Lopez SP  ARI "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ashe Russell SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brent Suter SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Church SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chien-Ming Wang SP  KC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Elih Villanueva SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Holloway SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kolby Allard SP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Yarbrough SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Domingo Tapia SP  NYM "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Niemann SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Harrison Musgrave SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Ball SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Branden Kline SP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Randy Rosario SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jaron Long SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Rodgers SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Devin Williams SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Evans SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nathan Baker SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Pivetta SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kip Bouknight SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edwar Cabrera SP  HOU "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Cummings SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grant Holmes SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Jimenez SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hiram Burgos SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Purke SP  CHW "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chi-Hung Cheng SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Montreal Robertson SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Devin Jones SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Douglas Arguello SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Virgil Vasquez SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Bucci SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Derek Hankins SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kris Johnson SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Seung Hwan Oh SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Purcey SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh M. Perrault SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"B.J. Hermsen SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Hernandez SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kasey Kiker SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Jakubauskas SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ken Kadokura SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adonis Medina SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Erik Bedard SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clay Holmes SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jair Jurrjens SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Noel Arguelles SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blake Johnson SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rob Kaminsky SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hunter Green SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Ortiz SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Samuel Coonrod SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Ely SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Keith Weiser SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Cannon SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Jackson SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jefry Rodriguez SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Felix Pena SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Ellis SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sean Newcomb SP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Martinez SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Julio Urias SP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael O'Brien SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cory Arbiso SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Ungs SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adrian Sampson SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adalberto Mejia SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Cloyd SP  NYY "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Barlow SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Martin Agosta SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tanner Bushue SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Guerrero SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Timothy Gustafson SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pat Light SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Nikorak SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austen Williams SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Oramas SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Sisco SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kelvin Marte SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Moore SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Cova SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sean Jarrett SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Smith SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Heckathorn SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nolan Watson SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andy Oliver SP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Diamond SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brad Penny SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edwin Diaz SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luiz Gohara SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Talbot SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Miller SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wes Roemer SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Kibler SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Stilson SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brenny Paulino SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blake Taylor SP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johan Santana SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Hornbeck SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Verdugo SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matthew Strahm SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
