STARTING PITCHERS
John Lamb, SP, $1.00, (R) $10.00
Zach Parker, SP, $1.00, (R) $10.00
Hung-Wen Chen, SP, $1.00, (R) $10.00
Rudy Owens, SP, $1.00, (R) $10.00
Pedro Villarreal, SP, $1.00, (R) $10.00
Tyler Robertson, SP, $1.00, (R) $10.00
Yoervis Medina, SP, $1.00, (R) $10.00
Jesus Reina, SP, $1.00, (R) $10.00
Tom Cochran, SP, $1.00, (R) $10.00
Alexander Colome, SP, $1.00, (R) $10.00
Zach Hammes, SP, $1.00, (R) $10.00
Errol Simonitsch, SP, $1.00, (R) $10.00
Jon Cannon, SP, $1.00, (R) $10.00
Dallas Trahern, SP, $1.00, (R) $10.00
Noah Syndergaard, SP, $1.00, (R) $10.00
Tyler Skaggs, SP, $1.00, (R) $10.00
Roger Deago, SP, $1.00, (R) $10.00
Drake Britton, SP, $1.00, (R) $10.00
Chase Wright, SP, $1.00, (R) $10.00
David Bromberg, SP, $1.00, (R) $10.00
Eric Hurley, SP, $1.00, (R) $10.00
Mike Ballard, SP, $1.00, (R) $10.00
Matt Ginter, SP, $1.00, (R) $10.00
Danny Salazar, SP, $1.00, (R) $10.00
Sam Narron, SP, $1.00, (R) $10.00
Phillippe Aumont, SP, $1.00, (R) $10.00
Brad Meyers, SP, $1.00, (R) $10.00
Danny Hultzen, SP, $1.00, (R) $10.00
Armando Rodriguez, SP, $1.00, (R) $10.00
Wynn Pelzer, SP, $1.00, (R) $10.00
Luke Jackson, SP, $1.00, (R) $10.00
Martin Perez, SP, $1.00, (R) $10.00
Jesse Biddle, SP, $1.00, (R) $10.00
Trevor Bauer, SP, $1.00, (R) $10.00
Barret Loux, SP, $1.00, (R) $10.00
Dan Haigwood, SP, $1.00, (R) $10.00
Cody Satterwhite, SP, $1.00, (R) $10.00
Travis Smith, SP, $1.00, (R) $10.00
Mike Thompson, SP, $1.00, (R) $10.00
Richie Gardner, SP, $1.00, (R) $10.00
Stetson Allie, SP, $1.00, (R) $10.00
Brett Lorin, SP, $1.00, (R) $10.00
Orlando Hernandez, SP, $1.00, (R) $10.00
Nick Bierbrodt, SP, $1.00, (R) $10.00
Los Santos, De Los Santos, SP, $1.00, (R) $10.00
Chris Dwyer, SP, $1.00, (R) $10.00
Elvin Ramirez, SP, $1.00, (R) $10.00
Jordan Tata, SP, $1.00, (R) $10.00
Shelby Miller, SP, $1.00, (R) $10.00
Seth Blair, SP, $1.00, (R) $10.00
Trey McNutt, SP, $1.00, (R) $10.00
Jeffrey Allison, SP, $1.00, (R) $10.00
Ben Jukich, SP, $1.00, (R) $10.00
Ty Taubenheim, SP, $1.00, (R) $10.00
Christian Garcia, SP, $1.00, (R) $10.00
Pedro Figueroa, SP, $1.00, (R) $10.00
Casey Crosby, SP, $1.00, (R) $10.00
Ramon Benjamin, SP, $1.00, (R) $10.00
Juan Mateo, SP, $1.00, (R) $10.00
Paul Clemens, SP, $1.00, (R) $10.00
Douglas Arguello, SP, $1.00, (R) $10.00
Brandon Claussen, SP, $1.00, (R) $10.00
Noel Arguelles, SP, $1.00, (R) $10.00
Keith Weiser, SP, $1.00, (R) $10.00
Jake Dittler, SP, $1.00, (R) $10.00
Nick Ungs, SP, $1.00, (R) $10.00
Casey Kelly, SP, $1.00, (R) $10.00
Dylan Bundy, SP, $1.00, (R) $10.00
Chris Mason, SP, $1.00, (R) $10.00
Albert Suarez, SP, $1.00, (R) $10.00
Aaron Sanchez, SP, $1.00, (R) $10.00
David Phelps, SP, $1.00, (R) $10.00
Ray Liotta, SP, $1.00, (R) $10.00
Beltran Perez, SP, $1.00, (R) $10.00
Roman Mendez, SP, $1.00, (R) $10.00
Terry Doyle, SP, $1.00, (R) $10.00
Nathan Jones, SP, $1.00, (R) $10.00
Tyler Thornburg, SP, $1.00, (R) $10.00
A.J. Murray, SP, $1.00, (R) $10.00
Patrick Corbin, SP, $1.00, (R) $10.00
Chuck Lofgren, SP, $1.00, (R) $10.00
Oswaldo Sosa, SP, $1.00, (R) $10.00
Ismael Ramirez, SP, $1.00, (R) $10.00
Kasey Olenberger, SP, $1.00, (R) $10.00
Mario Alvarez, SP, $1.00, (R) $10.00
Zack Wheeler, SP, $1.00, (R) $10.00
Jared Lansford, SP, $1.00, (R) $10.00
Austin Hyatt, SP, $1.00, (R) $10.00
Brian Lawrence, SP, $1.00, (R) $10.00
Nick A. Green, SP, $1.00, (R) $10.00
Cha Seung Baek, SP, $1.00, (R) $10.00
Asher Wojciechowski, SP, $1.00, (R) $10.00
Tyler Matzek, SP, $1.00, (R) $10.00
Zach Lee, SP, $1.00, (R) $10.00
D.J. Mitchell, SP, $1.00, (R) $10.00
Michael Broadway, SP, $1.00, (R) $10.00
Kei Igawa, SP, $1.00, (R) $10.00
Kevin Pucetas, SP, $1.00, (R) $10.00
Mike Bacsik, SP, $1.00, (R) $10.00
Matt Harvey, SP, $1.00, (R) $10.00
Brad Halsey, SP, $1.00, (R) $10.00
Wilmer Font, SP, $1.00, (R) $10.00
John Rheinecker, SP, $1.00, (R) $10.00
Kenn Kasparek, SP, $1.00, (R) $10.00
Timothy Kiely, SP, $1.00, (R) $10.00
Sergio Perez, SP, $1.00, (R) $10.00
Seth Etherton, SP, $1.00, (R) $10.00
Tony Peguero, SP, $1.00, (R) $10.00
Kip Bouknight, SP, $1.00, (R) $10.00
Edwar Cabrera, SP, $1.00, (R) $10.00
Stolmy Pimentel, SP, $1.00, (R) $10.00
Gerrit Cole, SP, $1.00, (R) $10.00
Michael Antonini, SP, $1.00, (R) $10.00
Rafael Cova, SP, $1.00, (R) $10.00
Travis Blackley, SP, $1.00, (R) $10.00
Kyle Heckathorn, SP, $1.00, (R) $10.00
Allen Webster, SP, $1.00, (R) $10.00
Travis Chick, SP, $1.00, (R) $10.00
Shane Komine, SP, $1.00, (R) $10.00
Ryan Pope, SP, $1.00, (R) $10.00
Sean Thompson, SP, $1.00, (R) $10.00
Adam Bostick, SP, $1.00, (R) $10.00
Brian Mazone, SP, $1.00, (R) $10.00
Noah Lowry, SP, $1.00, (R) $10.00
Carlos E. Hernandez, SP, $1.00, (R) $10.00
Abe Alvarez, SP, $1.00, (R) $10.00
Bobby Brownlie, SP, $1.00, (R) $10.00
Matt Wright, SP, $1.00, (R) $10.00
Carlos Martinez, SP, $1.00, (R) $10.00
Chad James, SP, $1.00, (R) $10.00
Tsuyoshi Wada, SP, $1.00, (R) $10.00
Matt Torra, SP, $1.00, (R) $10.00
Adam Miller, SP, $1.00, (R) $10.00
Joe Woerman, SP, $1.00, (R) $10.00
Chris Withrow, SP, $1.00, (R) $10.00
A.J. Cole, SP, $1.00, (R) $10.00
Ben Hendrickson, SP, $1.00, (R) $10.00
Yohan Flande, SP, $1.00, (R) $10.00
Kevin Thomas, SP, $1.00, (R) $10.00
Todd Redmond, SP, $1.00, (R) $10.00
Robert Rohrbaugh, SP, $1.00, (R) $10.00
Ronny Morla, SP, $1.00, (R) $10.00
Jesus Sanchez, SP, $1.00, (R) $10.00
Simon Mercedes, SP, $1.00, (R) $10.00
Mike Maroth, SP, $1.00, (R) $10.00
Robert Bono, SP, $1.00, (R) $10.00
Heath Rollins, SP, $1.00, (R) $10.00
Robert Carson, SP, $1.00, (R) $10.00
Kyle Cofield, SP, $1.00, (R) $10.00
Matthew Hobgood, SP, $1.00, (R) $10.00
Adam Warren, SP, $1.00, (R) $10.00
Nick Greenwood, SP, $1.00, (R) $10.00
Danny Christensen, SP, $1.00, (R) $10.00
Chris George, SP, $1.00, (R) $10.00
Chorye Spoone, SP, $1.00, (R) $10.00
Hayden Simpson, SP, $1.00, (R) $10.00
Bobby Livingston, SP, $1.00, (R) $10.00
Tyler Pelland, SP, $1.00, (R) $10.00
Jeremy Cummings, SP, $1.00, (R) $10.00
Clint Everts, SP, $1.00, (R) $10.00
Tanner Bushue, SP, $1.00, (R) $10.00
Sammy Solis, SP, $1.00, (R) $10.00
Ben Hornbeck, SP, $1.00, (R) $10.00
Luis Heredia, SP, $1.00, (R) $10.00
Tom Koehler, SP, $1.00, (R) $10.00
Jarrett Grube, SP, $1.00, (R) $10.00
Brad James, SP, $1.00, (R) $10.00
Luis Munoz, SP, $1.00, (R) $10.00
Mike Montgomery, SP, $1.00, (R) $10.00
Kason Gabbard, SP, $1.00, (R) $10.00
Alberto Cabrera, SP, $1.00, (R) $10.00
Yadel Marti, SP, $1.00, (R) $10.00
Robbie Erlin, SP, $1.00, (R) $10.00
Jake Odorizzi, SP, $1.00, (R) $10.00
Paula, Jose De Paula, SP, $1.00, (R) $10.00
Jason Windsor, SP, $1.00, (R) $10.00
Odalis Perez, SP, $1.00, (R) $10.00
Omar Poveda, SP, $1.00, (R) $10.00
Jay Jackson, SP, $1.00, (R) $10.00
Brody Colvin, SP, $1.00, (R) $10.00
Juan Sandoval, SP, $1.00, (R) $10.00
Ben Snyder, SP, $1.00, (R) $10.00
Benschoten, John Van Benschoten, SP, $1.00, (R) $10.00
Paul Mildren, SP, $1.00, (R) $10.00
Steven White, SP, $1.00, (R) $10.00
Fredy Deza, SP, $1.00, (R) $10.00
Will Smith, SP, $1.00, (R) $10.00
J.R. Mathes, SP, $1.00, (R) $10.00
Cody Scarpetta, SP, $1.00, (R) $10.00
Jared Gothreaux, SP, $1.00, (R) $10.00
Cory Riordan, SP, $1.00, (R) $10.00
Cole Rohrbough, SP, $1.00, (R) $10.00
Jon Connolly, SP, $1.00, (R) $10.00
Pedro Hernandez, SP, $1.00, (R) $10.00
Pil Joon Jang, SP, $1.00, (R) $10.00
Eric Niesen, SP, $1.00, (R) $10.00
Shawn Estes, SP, $1.00, (R) $10.00
Jimmy Barthmaier, SP, $1.00, (R) $10.00
Ryan Feierabend, SP, $1.00, (R) $10.00
Mauricio Robles, SP, $1.00, (R) $10.00
Justin Hampson, SP, $1.00, (R) $10.00
Kyle Lobstein, SP, $1.00, (R) $10.00
Michael Main, SP, $1.00, (R) $10.00
Humberto Sanchez, SP, $1.00, (R) $10.00
Deolis Guerra, SP, $1.00, (R) $10.00
Charlie Zink, SP, $1.00, (R) $10.00
Chi-Hung Cheng, SP, $1.00, (R) $10.00
Kris Johnson, SP, $1.00, (R) $10.00
Steven Johnson, SP, $1.00, (R) $10.00
Anthony Ranaudo, SP, $1.00, (R) $10.00
Christian Friedrich, SP, $1.00, (R) $10.00
Amaury Rivas, SP, $1.00, (R) $10.00
Wes Roemer, SP, $1.00, (R) $10.00
Oliver Drake, SP, $1.00, (R) $10.00
Shane Youman, SP, $1.00, (R) $10.00
Ryan Drese, SP, $1.00, (R) $10.00
Kyle Gibson, SP, $1.00, (R) $10.00
Nestor Molina, SP, $1.00, (R) $10.00
Wily Peralta, SP, $1.00, (R) $10.00
Brandon Erbe, SP, $1.00, (R) $10.00
Jose M. Capellan, SP, $1.00, (R) $10.00
Justin Wilson, SP, $1.00, (R) $10.00
Jesus Castillo, SP, $1.00, (R) $10.00
Joe Kelly, SP, $1.00, (R) $10.00
James Avery, SP, $1.00, (R) $10.00
Josh Shortslef, SP, $1.00, (R) $10.00
